,link,titles,abstracts
12,https://www.sciencedirect.com/science/article/pii/S0012825223000752,Ocean carbon from space: Current status and priorities for the next decade,"The ocean plays a central role in modulating the Earth’s carbon cycle. Monitoring how the ocean carbon cycle is changing is fundamental to managing climate change. Satellite remote sensing is currently our best tool for viewing the ocean surface globally and systematically, at high spatial and temporal resolutions, and the past few decades have seen an exponential growth in studies utilising satellite data for ocean carbon research. Satellite-based observations must be combined with <em>in-situ</em> observations and models, to obtain a comprehensive view of ocean carbon pools and fluxes. To help prioritise future research in this area, a workshop was organised that assembled leading experts working on the topic, from around the world, including remote-sensing scientists, field scientists and modellers, with the goal to articulate a collective view of the current status of ocean carbon research, identify gaps in knowledge, and formulate a scientific roadmap for the next decade, with an emphasis on evaluating where satellite remote sensing may contribute. A total of 449 scientists and stakeholders participated (with balanced gender representation), from North and South America, Europe, Asia, Africa, and Oceania. Sessions targeted both inorganic and organic pools of carbon in the ocean, in both dissolved and particulate form, as well as major fluxes of carbon between reservoirs (e.g., primary production) and at interfaces (e.g., air-sea and land–ocean). Extreme events, blue carbon and carbon budgeting were also key topics discussed. Emerging priorities identified include: expanding the networks and quality of <em>in-situ</em> observations; improved satellite retrievals; improved uncertainty quantification; improved understanding of vertical distributions; integration with models; improved techniques to bridge spatial and temporal scales of the different data sources; and improved fundamental understanding of the ocean carbon cycle, and of the interactions among pools of carbon and light. We also report on priorities for the specific pools and fluxes studied, and highlight issues and concerns that arose during discussions, such as the need to consider the environmental impact of satellites or space activities; the role satellites can play in monitoring ocean carbon dioxide removal approaches; economic valuation of the satellite based information; to consider how satellites can contribute to monitoring cycles of other important climatically-relevant compounds and elements; to promote diversity and inclusivity in ocean carbon research; to bring together communities working on different aspects of planetary carbon; maximising use of international bodies; to follow an open science approach; to explore new and innovative ways to remotely monitor ocean carbon; and to harness quantum computing. Overall, this paper provides a comprehensive scientific roadmap for the next decade on how satellite remote sensing could help monitor the ocean carbon cycle, and its links to the other domains, such as terrestrial and atmosphere."
13,https://www.sciencedirect.com/science/article/pii/S0079661101000702,Remote sensing of sea surface temperature and chlorophyll during Lagrangian experiments at the Iberian margin,"Satellite derived sea surface temperature (SST) and chlorophyll data are used to characterise the period of upwelling during a cruise on which two Lagrangian drift experiments were conducted off the Iberian Atlantic coast in August 1998. During the cruise there was a prolonged period of equator-ward winds which favour upwelling; three distinct maxima were observed in the meteorological data interspersed with periods of relaxation. The SST and chlorophyll imagery show upwelling to be active with distinct offshore filaments that are cooler and of higher chlorophyll concentration than the surrounding oceanic water; these filaments represent an important cross-shelf transport mechanism. A front detection methodology has been applied to satellite images and suggests that these filaments are distinct, long-lived features, characterised by enhanced primary production."
14,https://www.sciencedirect.com/science/article/pii/S0079661101000696,"Vertical structure, turbulent mixing and fluxes during Lagrangian observations of an upwelling filament system off Northwest Iberia","In August 1998, a recurrent filament located near 42°N off Galicia was sampled as part of the OMEX-II project. Lagrangian and other observations were made on the shelf where the filament arose and offshore in the filament itself under upwelling favourable but fluctuating winds. The shelf drift experiment monitored a change from southward to weak northward net flow as the winds decreased to zero. Shipborne ADCP measurements showed that the shelf was supplying decreasing volumes of water to the filament as the wind speeds decreased. At the shelf edge the internal tide was larger than can be explained by local forcing and there were many unusually large high frequency internal waves with a quasi-sinusoidal form. Turbulence observations revealed enhanced dissipation rates and vertical eddy diffusion coefficients within the shelf thermocline (of order 1 cm<sup>2</sup> s<sup>−1</sup>), which appeared to be caused by the breaking of internal wave. A second Lagrangian experiment was executed in the filament some 120 km offshore, which again coincided with a period of wind relaxation. Cross-sections revealed a double cold core and that the offshore flow was limited to a thin surface layer. Substantial onshore flow occurred below 50 m in the centre of the filament, while the strongest and deepest offshore flow coincided with its northern boundary. Turbulent kinetic energy dissipation rate measurements showed very weak mixing below 15 m in the filament core, but enhanced mixing at its boundaries. Four mixed layer drifters released in the filament initially indicated convergence at its southern boundary, marked by strong temperature and salinity contrasts. After the wind became more favourable for upwelling, the drifters accelerated. One drifter traced the full extent of the filament, while the other three escaped from it and began to circulate cyclonically over 28 days in a 100 km diameter loop back towards their release point. Although strong mesoscale activity linked the shelf and ocean regimes, offshore transport in the filament was weak at the time of the experiment and vertical and horizontal re-circulations on a variety of time scales were important. There was sufficient vertical mixing in the thermocline to cause it to thicken and draw some heat into the lower layers during the summer months on the shelf. The amount of heat involved was too little to have a significant impact on the development of a filament over a typical lifetime of a week."
15,https://www.sciencedirect.com/science/article/pii/S0079661117301507,Biogeochemical and ecological impacts of boundary currents in the Indian Ocean,"Monsoon forcing and the unique geomorphology of the Indian Ocean basin result in complex boundary currents, which are unique in many respects. In the northern Indian Ocean, several boundary current systems reverse seasonally. For example, upwelling coincident with northward-flowing currents along the coast of Oman during the Southwest Monsoon gives rise to high productivity which also alters nutrient stoichiometry and therefore, the species composition of the resulting phytoplankton blooms. During the Northeast Monsoon most of the northern Indian Ocean boundary currents reverse and favor downwelling. Higher trophic level species have evolved behavioral responses to these seasonally changing conditions. Examples from the western Arabian Sea include vertical feeding migrations of a copepod (<em>Calanoides carinatus</em>) and the reproductive cycle of a large pelagic fish (<em>Scomberomorus commerson</em>). The impacts of these seasonal current reversals and changes in upwelling and downwelling circulations are also manifested in West Indian coastal waters, where they influence dissolved oxygen concentrations and have been implicated in massive fish kills. The winds and boundary currents reverse seasonally in the Bay of Bengal, though the associated changes in upwelling and productivity are less pronounced. Nonetheless, their effects are observed on the East Indian shelf as, for example, seasonal changes in copepod abundance and zooplankton community structure. In contrast, south of Sri Lanka seasonal reversals in the boundary currents are associated with dramatic changes in the intensity of coastal upwelling, chlorophyll concentration, and catch per unit effort of fishes. Off the coast of Java, monsoon-driven changes in the currents and upwelling strongly impact chlorophyll concentrations, seasonal vertical migrations of zooplankton, and sardine catch in Bali Strait.</p><p id=""sp0015"">In the southern hemisphere the Leeuwin is a downwelling-favorable current that flows southward along western Australia, though local wind forcing can lead to transient near shore current reversals and localized coastal upwelling. The poleward direction of this eastern boundary current is unique. Due to its high kinetic energy the Leeuwin Current sheds anomalous, relatively high chlorophyll, warm-core, downwelling eddies that transport coastal diatom communities westward into open ocean waters. Variations in the Leeuwin transport and eddy generation impact many higher trophic level species including the recruitment and fate of rock lobster (<em>Panulirus cygnus)</em> larvae. In contrast, the transport of the Agulhas Current is very large, with sources derived from the Mozambique Channel, the East Madagascar Current and the southwest Indian Ocean sub-gyre. Dynamically, the Agulhas Current is upwelling favorable; however, the spatial distribution of prominent surface manifestations of upwelling is controlled by local wind and topographic forcing. Meanders and eddies in the Agulhas Current propagate alongshore and interact with seasonal changes in the winds and topographic features. These give rise to seasonally variable localized upwelling and downwelling circulations with commensurate changes in primary production and higher trophic level responses. Due to the strong influence of the Agulhas Current, many neritic fish species in southeast Africa coastal waters have evolved highly selective behaviors and reproductive patterns for successful retention of planktonic eggs and larvae. For example, part of the Southern African sardine (<em>Sardinops sagax</em>) stock undergoes a remarkable northward migration enhanced by transient cyclonic eddies in the shoreward boundary of the Agulhas Current.</p><p id=""sp0020"">There is evidence from the paleoceanographic record that these currents and their biogeochemical and ecological impacts have changed significantly over glacial to interglacial timescales. These changes are explored as a means of providing insight into the potential impacts of climate change in the Indian Ocean."
16,https://www.sciencedirect.com/science/article/pii/S0924796316300653,On the effects of ENSO on ocean biogeochemistry in the Northern Humboldt Current System (NHCS): A modeling study,"The response of the ocean biogeochemistry to intense El Niño Southern Oscillation (ENSO) events in the Northern Humboldt Current System (NHCS) is assessed with an eddy-resolving coupled physical-biogeochemical model. El Niño (EN) 1997–1998 and La Niña (LN) 1999–2000 are well reproduced, inducing large spatial and temporal variability of biogeochemical properties at three coastal upwelling centers along the Peruvian coast (Chimbote 9.4°S, Callao 12.1°S, and Pisco 14°S). During EN, the upper limit of the Oxygen Minimum Zone (OMZ) experiences an offshore displacement of, approximately, 60<!-- --> <!-- -->km and a deepening of, approximately, 150<!-- --> <!-- -->m when compared to neutral-ENSO conditions, thus ventilating the upper 100<!-- --> <!-- -->m of the water column. In contrast, during LN, the OMZ tongue outcrops over the continental shelf deoxygenating the water column at all locations. During LN, at the southernmost location, enhanced Eddy Kinetic Energy (EKE) induces a leaking of the coastal nutrient inventory by horizontally advecting nitrogen from the nearshore region into the oligotrophic ocean. This leads to a reduction of biological production in the coastal zone. During EN, nitrification is an order of magnitude larger than denitrification in supplying the nitrite coastal pool. During LN peak, nitrification is reduced by 80%, while denitrification becomes equally important, evidencing a coupling between these two oxygen-dependent processes. The nitrogen removal due to suboxic activity is mostly controlled by the Anaerobic Ammonium Oxidation (Anammox) in the southern domain during neutral-ENSO conditions. Our results show that during EN, denitrification contributes with 60% of the total nitrogen removal. In contrast, Anammox contributes with 70% during LN. The outgassing of nitrous oxide (N<sub>2</sub>O), an intermediate product of denitrification, is reduced and enhanced during EN and LN, respectively, and it is strongly modulated by the spatiotemporal variability of oxygen in the environment."
17,https://www.sciencedirect.com/science/article/pii/S1463500318300180,The numerics of hydrostatic structured-grid coastal ocean models: State of the art and future perspectives,"The state of the art of the numerics of hydrostatic structured-grid coastal ocean models is reviewed here. First, some fundamental differences in the hydrodynamics of the coastal ocean, such as the large surface elevation variation compared to the mean water depth, are contrasted against large scale ocean dynamics. Then the hydrodynamic equations as they are used in coastal ocean models as well as in large scale ocean models are presented, including parameterisations for turbulent transports. As steps towards discretisation, coordinate transformations and spatial discretisations based on a finite-volume approach are discussed with focus on the specific requirements for coastal ocean models. As in large scale ocean models, splitting of internal and external modes is essential also for coastal ocean models, but specific care is needed when drying &amp; flooding of intertidal flats is included. As one obvious characteristic of coastal ocean models, open boundaries occur and need to be treated in a way that correct model forcing from outside is transmitted to the model domain without reflecting waves from the inside. Here, also new developments in two-way nesting are presented. Single processes such as internal inertia-gravity waves, advection and turbulence closure models are discussed with focus on the coastal scales. Some overview on existing hydrostatic structured-grid coastal ocean models is given, including their extensions towards non-hydrostatic models. Finally, an outlook on future perspectives is made."
18,https://www.sciencedirect.com/science/article/pii/S0012825221001045,"Sensing the ocean biological carbon pump from space: A review of capabilities, concepts, research gaps and future developments","The element carbon plays a central role in climate and life on Earth. It is capable of moving among the geosphere, cryosphere, atmosphere, biosphere and hydrosphere. This flow of carbon is referred to as the Earth's carbon cycle. It is also intimately linked to the cycling of other elements and compounds. The ocean plays a fundamental role in Earth's carbon cycle, helping to regulate atmospheric CO<sub>2</sub> concentration. The ocean biological carbon pump (OBCP), defined as a set of processes that transfer organic carbon from the surface to the deep ocean, is at the heart of the ocean carbon cycle. Monitoring the OBCP is critical to understanding how the Earth's carbon cycle is changing. At present, satellite remote sensing is the only tool available for viewing the entire surface ocean at high temporal and spatial scales. In this paper, we review methods for monitoring the OBCP with a focus on satellites. We begin by providing an overview of the OBCP, defining and describing the pools of carbon in the ocean, and the processes controlling fluxes of carbon between the pools, from the surface to the deep ocean, and among ocean, land and atmosphere. We then examine how field measurements, from ship and autonomous platforms, complement satellite observations, provide validation points for satellite products and lead to a more complete view of the OBCP than would be possible from satellite observations alone. A thorough analysis is then provided on methods used for monitoring the OBCP from satellite platforms, covering current capabilities, concepts and gaps, and the requirement for uncertainties in satellite products. We finish by discussing the potential for producing a satellite-based carbon budget for the oceans, the advantages of integrating satellite-based observations with ecosystem models and field measurements, and future opportunities in space, all with a view towards bringing satellite observations into the limelight of ocean carbon research."
19,https://www.sciencedirect.com/science/article/pii/S0025322716303966,"Benthic storms, nepheloid layers, and linkage with upper ocean dynamics in the western North Atlantic","Benthic storms are episodic periods of strong abyssal currents and intense, benthic nepheloid (turbid) layer development. In order to interpret the driving forces that create and sustain these storms, we synthesize measurements of deep ocean currents, nephelometer-based particulate matter (PM) concentrations, and seafloor time-series photographs collected during several science programs that spanned two decades in the western North Atlantic. Benthic storms occurred in areas with high sea-surface eddy kinetic energy, and they most frequently occurred beneath the meandering Gulf Stream or its associated rings, which generate deep cyclones, anticyclones, and/or topographic waves; these create currents with sufficient bed-shear stress to erode and resuspend sediment, thus initiating or enhancing benthic storms. Occasionally, strong currents do not correspond with large increases in PM concentrations, suggesting that easily erodible sediment was previously swept away. Periods of moderate to low currents associated with high PM concentrations are also observed; these are interpreted as advection of PM delivered as storm tails from distal storm events. Outside of areas with high surface and deep eddy kinetic energy, benthic nepheloid layers are weak to non-existent, indicating that benthic storms are necessary to create and maintain strong nepheloid layers. Origins and intensities of benthic storms are best identified using a combination of time-series measurements of bottom currents, PM concentration, and bottom photographs, and these should be coupled with water-column and surface-circulation data to better interpret the specific relations between shallow and deep circulation patterns. Understanding the generation of benthic nepheloid layers is necessary in order to properly interpret PM distribution and its influence on global biogeochemistry."
20,https://www.sciencedirect.com/science/article/pii/S235248472202337X,"Layout and design optimization of ocean wave energy converters: A scoping review of state-of-the-art canonical, hybrid, cooperative, and combinatorial optimization methods","Ocean Wave energy is becoming a prominent technology, which is considered a vital renewable energy resource to achieve the Net-zero Emissions Plan by 2050. It is also projected to be commercialized widely and become a part of the industry that alters conventional energy technologies in the near future. However, wave energy technologies are not entirely yet developed and mature enough, so various criteria must be optimized to enter the energy market. In order to maximize the performance of wave energy converters (WECs) components, three challenges are mostly considered: Geometry, Power Take-off (PTO) parameters, and WECs’ layout. As each of such challenges plays a meaningful role in harnessing the maximum power output, this paper systematically reviews applied state-of-the-art optimization techniques, including standard, hybrid, cooperative, bi-level and combinatorial strategies. Due to the importance of fidelity and computational cost in numerical methods, we also discuss approaches to analyzing WECs interactions’ developments. Moreover, the benefits and drawbacks of the popular optimization methods applied to improve WEC parameters’ performance are summarized, briefly discussing their key characteristics. According to the scoping review, using a combination of bio-inspired algorithms and local search as a hybrid algorithm can outperform the other techniques in layout optimization in terms of convergence rate. A review of the geometry of WECs has emphasized the indispensability of optimizing and balancing design parameters with cost issues in multimodal and large-scale problems."
21,https://www.sciencedirect.com/science/article/pii/S0079661101000052,On the seasonal variability and eddies in the North Brazil Current: insights from model intercomparison experiments,"The time dependent circulation of the North Brazil Current is studied with three numerical ocean circulation models, which differ by the vertical coordinate used to formulate the primitive equations. The models are driven with the same surface boundary conditions and their horizontal grid-resolution (isotropic, 1/3° at the equator) is in principle fine enough to permit the generation of mesoscale eddies. Our analysis of the mean seasonal currents concludes that the volume transport of the North Brazil Current (NBC) at the equator is principally determined by the strength of the meridional overturning, and suggests that the return path of the global thermohaline circulation is concentrated in the NBC. Models which simulate a realistic overturning at 24°N of the order of 16–18 Sv also simulate a realistic NBC transport of nearly 35 Sv comparable to estimates deduced from the most recent observations. In all models, the major part of this inflow of warm waters from the South Atlantic recirculates in the zonal equatorial current system, but the models also agree on the existence of a permanent coastal mean flow to the north-west, from the equator into the Carribean Sea, in the form of a continuous current or a succession of eddies. Important differences are found between models in their representation of the eddy field. The reasons invoked are the use of different subgrid-scale parameterisations, and differences in stability of the NBC retroflection loop because of differences in the representation of the effect of bottom friction according to the vertical coordinate that is used. Finally, even if differences noticed between models in the details of the seasonal mean circulation and water mass properties could be explained by differences in the eddy field, nonetheless the major characteristics (mean seasonal currents, volume and heat transports) appears to be at first order driven by the strength of the thermohaline circulation."
22,https://www.sciencedirect.com/science/article/pii/S0079661103001460,Observations of the Labrador Sea eddy field,"This paper is an observational study of small-scale coherent eddies in the Labrador Sea, a region of dense water formation thought to be of considerable importance to the North Atlantic overturning circulation. Numerical studies of deep convection emphasize coherent eddies as a mechanism for the lateral transport of heat, yet their small size has hindered observational progress. A large part of this paper is therefore devoted to developing new methods for identifying and describing coherent eddies in two observational platforms, current meter moorings and satellite altimetry. Details of the current and water mass structure of individual eddy events, as they are swept past by an advecting flow, can then be extracted from the mooring data. A transition is seen during mid-1997, with long-lived boundary current eddies dominating the central Labrador Sea year-round after this time, and convectively formed eddies similar to those seen in deep convection modeling studies apparent prior to this time. The TOPEX / Poseidon altimeter covers the Labrador Sea with a loose “net” of observations, through which coherent eddies can seem to appear and disappear. By concentrating on locating and describing anomalous events in individual altimeter tracks, a portrait of the spatial and temporal variability of the underlying eddy field can be constructed. The altimeter results reveal an annual “pulsation” of energy and of coherent eddies originating during the late fall at a particular location in the boundary current, pinpointing the time and place of the boundary current-type eddy formation. The interannual variability seen at the mooring is reproduced, but the mooring site is found to be within a localized region of greatly enhanced eddy activity. Notably lacking in both the annual cycle and interannual variability is a clear relationship between the eddies or eddy energy and the intensity of wintertime cooling. These eddy observations, as well as hydrographic evidence, suggest an active role for boundary current dynamics in shaping the energetics and water mass properties of the interior region."
23,https://www.sciencedirect.com/science/article/pii/S0025326X18305356,Calculation of oil droplet size distribution in ocean oil spills: A review,"Calculation of oil droplet size distribution is one of the key components of ocean oil spill models. Oil fate and transport calculations of the model are significantly impacted by the droplet size distribution. Accuracy of the model predictions heavily depend on how well the model can calculate or represent oil droplet sizes. However, in early oil spill models, the importance of oil droplet size calculation has been overlooked and they used simple empirical formulas. In recent decades, there have been some significant improvements in understanding of oil droplet size calculations. Both experimental studies as well as numerical studies have been contributed to improve oil droplet size calculations. The traditional equilibrium models have been improved while droplet dynamics models provided a different dimension to the oil DSD calculations. Thus, at this stage it is important to review the existing studies and methods of oil droplet size calculation. The objective of this paper is to review the development of oil droplet size calculation in ocean oil spill models highlighting the recent improvements. Furthermore, this paper discusses the capabilities and limitations of different approaches in calculating oil droplet size distribution in both underwater and surface oil spill models and discuss their applicability to different situations. This study will provide a good guideline for future oil spill model developments to improve the oil droplet size calculations."
24,https://www.sciencedirect.com/science/article/pii/S1001605815604528,Recent progress in CFD for naval architecture and ocean engineering,"An overview is provided of CFDShip-Iowa modeling, numerical methods and high performance computing (HPC), including both current V4.5 and V5.5 and next generation V6. Examples for naval architecture highlight capability and needs. High fidelity V6 simulations for ocean engineering and fundamental physics describe increased resolution for analysis of physics of fluids. Uncertainty quantification research is overviewed as the first step towards development stochastic optimization."
